session_id,unit_id,snr
715093703,950910352,2.81699321300004
715093703,950910364,2.59208177886566
715093703,950910371,2.09507665552854
715093703,950910392,3.02474406030307
715093703,950910435,2.06740640009966
715093703,950910463,2.58810591443158
715093703,950910531,1.12672814170544
715093703,950910576,3.02385158974205
715093703,950910558,3.71690772892218
715093703,950910549,2.79525913681283
715093703,950910603,4.25957104696364
715093703,950910651,5.10393529131738
715093703,950910671,3.36642572230827
715093703,950910664,2.17594411778101
715093703,950910727,3.56788204865244
715093703,950910742,2.77447209372997
715093703,950910757,3.50741915782087
715093703,950910778,3.08110287759405
715093703,950912803,3.01859352949115
715093703,950910834,2.45404446262535
715093703,950910897,1.49870417765637
715093703,950910889,1.34197786104936
715093703,950910861,2.44854592707912
715093703,950912814,2.63254053440789
715093703,950910904,3.76838701014771
715093703,950910941,0.718526011049602
715093703,950911006,3.11711437691165
715093703,950911040,4.98048573664105
715093703,950911088,5.50340760001247
715093703,950911195,2.0472056732891
715093703,950911223,2.47266582032478
715093703,950911266,3.88312919358066
715093703,950911286,2.51647924862798
715093703,950912928,4.09169669520126
715093703,950911467,4.01686852279422
715093703,950912940,3.97356173268135
715093703,950911563,3.93360487343975
715093703,950911601,3.36530371766267
715093703,950911593,2.20025686865633
715093703,950911586,2.34589921119219
715093703,950911656,2.31362186393001
715093703,950911698,3.03553650729675
715093703,950911691,1.90591933607416
715093703,950911684,3.532037977648
715093703,950912952,1.82587147466079
715093703,950911704,1.81167514160676
715093703,950911677,1.81154104012079
715093703,950911732,1.84695570087118
715093703,950911880,3.774533595429
715093703,950911873,2.09548995751416
715093703,950911932,1.94715754106046
715093703,950911986,2.30200966288389
715093703,950912018,1.85720871785822
715093703,950912065,2.92496893555333
715093703,950912109,1.97134115743555
715093703,950912226,3.57841024671927
715093703,950912214,3.30684884009892
715093703,950912190,3.68643597524015
715093703,950912164,2.5423784647092
715093703,950912249,2.04293101918034
715093703,950912283,3.67340386910524
715093703,950912293,3.99855296559193
715093703,950912361,2.58134245245544
715093703,950912326,3.27914396175373
715093703,950912396,4.01532708934446
715093703,950912384,2.12963994638842
715093703,950912448,1.5918752563971
715093703,950912427,2.71560023389753
715093703,950912417,3.0871911651045
715093703,950912406,2.49840721084446
715093703,950912473,2.56714190028736
715093703,950912460,1.99783503167315
715093703,950913096,2.35547438521177
715093703,950912511,2.65974448528138
715093703,950913000,2.35771660505286
715093703,950913031,2.92567422338198
715093703,950912646,2.02978934984799
715093703,950912601,2.72211981997226
715093703,950913422,3.2301239998507
715093703,950913409,3.47971293483997
715093703,950913456,3.22767326156333
715093703,950913470,3.74496629314055
715093703,950913506,3.63535563301996
715093703,950913567,4.75629782663175
715093703,950913547,2.38083633079854
715093703,950913537,2.60706360840227
715093703,950913527,2.66738435742957
715093703,950913517,4.40046621552586
715093703,950913588,2.80662905090444
715093703,950913676,2.70256477919046
715093703,950913652,2.41204163092371
715093703,950913684,4.56384513278053
715093703,950913766,3.48464477116724
715093703,950913796,2.52425620902013
715093703,950913850,6.10629672314182
715093703,950913806,3.07713341914475
715093703,950920777,1.99910272959886
715093703,950920756,2.78825258347864
715093703,950913893,6.11593264124672
715093703,950913877,5.18167241451837
715093703,950921709,2.62673920386115
715093703,950913929,4.51834218122576
715093703,950913921,2.69580918592735
715093703,950913908,3.09133055135809
715093703,950913901,3.73803559070828
715093703,950920827,2.59130252708922
715093703,950913938,3.49403533798743
715093703,950913954,3.06562976134873
715093703,950920843,2.90597852444097
715093703,950914026,2.61249861977207
715093703,950913983,4.93357540456411
715093703,950913976,4.01940161933367
715093703,950913990,1.21511610830915
715093703,950914067,3.39765566181073
715093703,950914130,3.33353535286181
715093703,950914103,4.09784627529529
715093703,950914157,2.39770341437193
715093703,950914197,2.74906907443019
715093703,950914189,3.44125902261956
715093703,950914219,2.30756210425517
715093703,950914233,4.12037021935143
715093703,950914310,3.71044556853046
715093703,950914294,3.87024201650832
715093703,950914359,3.80448924905917
715093703,950914348,3.29305996097376
715093703,950914318,2.62125983729989
715093703,950914435,3.08731577413385
715093703,950914424,3.17899621380517
715093703,950914413,3.83160836451914
715093703,950914538,2.79732304255433
715093703,950914625,2.19777630244135
715093703,950914635,5.67823313363545
715093703,950914683,3.76694091011755
715093703,950914660,3.45022092394709
715093703,950914754,6.84547863005361
715093703,950914720,3.2702996124335
715093703,950920912,3.48984508893993
715093703,950914766,2.74202920079763
715093703,950920929,2.32495822712398
715093703,950914812,5.14172751007936
715093703,950914791,3.02691245679219
715093703,950914780,3.43020972788538
715093703,950914832,4.87075816740705
715093703,950914882,3.79886797134072
715093703,950914868,3.36477702688859
715093703,950914856,3.51617960991055
715093703,950914954,3.27518460068038
715093703,950914940,3.8289707957397
715093703,950920961,3.44457611198633
715093703,950914923,2.41928134539435
715093703,950920998,2.61405427329445
715093703,950915023,2.24846599285472
715093703,950914980,3.63518330760321
715093703,950915101,2.75245825013273
715093703,950915068,2.91728824964775
715093703,950921034,2.45152692006297
715093703,950921013,2.58797717985359
715093703,950915054,2.25732673542238
715093703,950915304,1.60892647150557
715093703,950915378,2.67312415762668
715093703,950915441,1.27367053854305
715093703,950915483,1.2183902964146
715093703,950921088,1.53889515959103
715093703,950915921,1.29293904180811
715093703,950915984,2.41778920809955
715093703,950915947,1.48186067265497
715093703,950916009,1.91347812316455
715093703,950915997,2.38924023875494
715093703,950916273,3.4803040780537
715093703,950916447,2.30884897482428
715093703,950916395,2.78447907277876
715093703,950916377,1.18383424634712
715093703,950921601,4.0590130696208
715093703,950921163,3.09177656146456
715093703,950916519,2.987865444044
715093703,950916603,1.55441473842563
715093703,950916413,1.25544289238153
715093703,950921176,2.65805088517334
715093703,950917295,1.50049044828578
715093703,950916921,2.00028553312978
715093703,950916754,3.8325877923966
715093703,950916733,2.99141223467406
715093703,950917063,3.20863324932723
715093703,950916980,3.75345691680235
715093703,950917332,3.8128448259204
715093703,950917313,1.80090829665497
715093703,950917411,2.2780080582723
715093703,950917669,4.22214484474384
715093703,950917604,3.10305123234555
715093703,950921299,2.56822335867561
715093703,950917769,1.85797501982488
715093703,950917785,1.80213700388087
715093703,950917899,2.14539619867669
715093703,950917849,3.02087939744344
715093703,950918052,1.70053817162675
715093703,950918280,1.32311288120174
715093703,950918261,1.63866953455455
715093703,950918246,2.54349469151849
715093703,950918191,2.36556621055291
715093703,950918175,2.39187834727484
715093703,950918344,1.67374073456475
715093703,950918310,1.34984090290895
715093703,950918381,2.53975064709503
715093703,950918362,2.78362717557995
715093703,950918294,2.14339276571868
715093703,950918422,2.04925381841016
715093703,950918491,2.48104125945393
715093703,950918695,4.49000169212981
715093703,950918802,2.67832523188045
715093703,950918570,1.84003096552944
715093703,950918745,2.22318272673798
715093703,950918846,1.97826752333439
715093703,950918902,1.84941329557515
715093703,950918821,3.01255013791781
715093703,950918936,2.34193070994599
715093703,950918919,1.75261057809314
715093703,950918955,4.2794805315834
715093703,950919054,2.91363001548701
715093703,950919040,2.09592297720994
715093703,950919022,2.8912298072038
715093703,950919104,2.07530223825821
715093703,950919086,2.52583955306037
715093703,950919249,2.4534936965018
715093703,950919212,4.12017441195428
715093703,950919154,3.50163679568183
715093703,950919120,2.99394215451292
715093703,950919387,1.96981826539302
715093703,950919283,1.86076860469014
715093703,950919496,2.2068608292823
715093703,950919456,2.1931549115817
715093703,950919748,2.70603251395585
715093703,950919676,2.48425433955617
715093703,950919993,1.76183025935761
715093703,950919806,1.08991220829798
715093703,950919945,2.01668759740027
715093703,950919921,3.82968997441919
715093703,950919900,1.93155915903446
715093703,950919863,6.12469955523164
715093703,950920151,4.3067572777232
715093703,950920092,2.60324408914499
715093703,950920017,3.86676618247905
715093703,950921442,3.14015861442888
715093703,950920309,2.53960394196095
715093703,950920290,3.12893997654075
715093703,950920434,3.40220661615229
715093703,950922041,3.31874436158558
715093703,950922146,2.27650611115677
715093703,950922234,3.50457281690157
715093703,950922208,2.35023676285661
715093703,950922174,4.40799507952496
715093703,950922122,4.4633090409263
715093703,950922286,4.92809544654582
715093703,950922258,3.66828548025983
715093703,950922383,4.95597201276991
715093703,950922329,3.44254993145815
715093703,950932820,2.77516094427924
715093703,950922368,2.73768287357714
715093703,950922351,2.13156128245115
715093703,950932888,3.69766011406806
715093703,950922600,3.57136085153216
715093703,950922576,3.33415278265312
715093703,950922551,3.06659672019327
715093703,950922494,2.86050956736418
715093703,950922466,4.76003350747563
715093703,950922641,2.54519759308219
715093703,950934044,2.36560720317909
715093703,950934028,2.57602304719455
715093703,950922725,2.66142291062034
715093703,950922706,3.15159248262838
715093703,950922684,3.85212046231936
715093703,950922659,5.0193515740401
715093703,950932943,2.66720826431876
715093703,950922781,3.65023269374647
715093703,950922745,3.31345277739679
715093703,950932963,2.25691464315036
715093703,950922994,3.30757606430844
715093703,950922929,3.21919782200614
